provider,provider_url,feed_type,feed_url,feed_id,resume_cursor
Debdale Park Sports & Recreation Club,https://debdaleparksports.bookteq.com/api/open-active/,slot,https://debdaleparksports.bookteq.com/api/open-active/slots,debdale-park-sports-recreation-club--slot,https://debdaleparksports.bookteq.com/api/open-active/slots?afterTimestamp=1784550227670359&afterId=f0779840-e0ec-503e-b676-1a15d2e54849
Derby Active,https://derbyactive-openactive.legendonlineservices.co.uk/openactive/,slot,https://derbyactive-openactive.legendonlineservices.co.uk/api/facility-uses/events,derby-active--slot,
Didcot Town Council,https://didcottowncouncil.bookteq.com/api/open-active/,slot,https://didcottowncouncil.bookteq.com/api/open-active/slots,didcot-town-council--slot,https://didcottowncouncil.bookteq.com/api/open-active/slots?afterTimestamp=1784550268843977&afterId=fd7c915b-6218-59c8-9aa0-a9dd23e968b0
Earlsdon Rugby Club,https://earlsdon.bookteq.com/api/open-active/,slot,https://earlsdon.bookteq.com/api/open-active/slots,earlsdon-rugby-club--slot,https://earlsdon.bookteq.com/api/open-active/slots?afterTimestamp=1784550231785911&afterId=d3ad32cd-7e4e-5b49-9cd8-5e5230e59ed3
East Midlands Academy Trust,https://eastmidlandsacademytrust.bookteq.com/api/open-active/,slot,https://eastmidlandsacademytrust.bookteq.com/api/open-active/slots,east-midlands-academy-trust--slot,https://eastmidlandsacademytrust.bookteq.com/api/open-active/slots?afterTimestamp=1784550250903889&afterId=f499e5c3-a264-5f21-89fd-14bd264aff97
Eire Og GAA,https://eireoggaa.bookteq.com/api/open-active/,slot,https://eireoggaa.bookteq.com/api/open-active/slots,eire-og-gaa--slot,https://eireoggaa.bookteq.com/api/open-active/slots?afterTimestamp=1784550245751339&afterId=f2a1f1e1-5d43-54b2-8fe1-bc6bc6d2cc7f
Elgar Park Regional Hockey Association,https://elgarparkregionalhockeyassociation.bookteq.com/api/open-active/,slot,https://elgarparkregionalhockeyassociation.bookteq.com/api/open-active/slots,elgar-park-regional-hockey-association--slot,https://elgarparkregionalhockeyassociation.bookteq.com/api/open-active/slots?afterTimestamp=1784550276714527&afterId=f1f8f750-2904-54e5-91a2-d682e379a5e1
Enfield Drill Hall Sports Club,https://enfielddrillhallsportsclub.bookteq.com/api/open-active/,slot,https://enfielddrillhallsportsclub.bookteq.com/api/open-active/slots,enfield-drill-hall-sports-club--slot,https://enfielddrillhallsportsclub.bookteq.com/api/open-active/slots?afterTimestamp=1784550263342812&afterId=f558cd69-89b5-5f2f-a3e0-53306c6056c7
Everyone Active,https://data.everyoneactive.com/OpenActive/,slot,https://opendata.leisurecloud.live/api/feeds/EveryoneActive-live-slots,everyone-active--slot,https://opendata.leisurecloud.live/api/feeds/EveryoneActive-live-slots?afterTimestamp=0&afterId=
Featherstone Sports Centre Trust,https://featherstonesportscentre.bookteq.com/api/open-active/,slot,https://featherstonesportscentre.bookteq.com/api/open-active/slots,featherstone-sports-centre-trust--slot,https://featherstonesportscentre.bookteq.com/api/open-active/slots?afterTimestamp=1784550226648261&afterId=e92f7a2a-aa6b-5ae5-b7da-68657a48b132
Football 567,https://football567.bookteq.com/api/open-active/,slot,https://football567.bookteq.com/api/open-active/slots,football-567--slot,https://football567.bookteq.com/api/open-active/slots?afterTimestamp=1784550253901055&afterId=42161034-0323-5b95-97ef-3eb617719b8c
Football Samurai Academy Limited ,https://footballsamuraiacademylimited.bookteq.com/api/open-active/,slot,https://footballsamuraiacademylimited.bookteq.com/api/open-active/slots,football-samurai-academy-limited--slot,https://footballsamuraiacademylimited.bookteq.com/api/open-active/slots
FZ 2024 Ltd,https://fz2024ltd.bookteq.com/api/open-active/,slot,https://fz2024ltd.bookteq.com/api/open-active/slots,fz-2024-ltd--slot,https://fz2024ltd.bookteq.com/api/open-active/slots?afterTimestamp=1784550210247747&afterId=fdb26441-d3b1-5a33-93a9-0bc86813c686
gll,https://gll-openactive.legendonlineservices.co.uk/openactive/,slot,https://gll-openactive.legendonlineservices.co.uk/api/facility-uses/events,gll--slot,
gmcommunitylettings,https://gmcommunitylettings.bookteq.com/api/open-active/,slot,https://gmcommunitylettings.bookteq.com/api/open-active/slots,gmcommunitylettings--slot,https://gmcommunitylettings.bookteq.com/api/open-active/slots?afterTimestamp=1784550235338748&afterId=ed1b4cf8-228c-5fbc-bb59-b7211d9e1656
Gravesham Legend Sports Ltd,https://graveshamlegendsports.bookteq.com/api/open-active/,slot,https://graveshamlegendsports.bookteq.com/api/open-active/slots,gravesham-legend-sports-ltd--slot,https://graveshamlegendsports.bookteq.com/api/open-active/slots?afterTimestamp=1784550255520281&afterId=f7fd2fa7-fbda-53e6-a36f-8a211f55fc0b
Halo,https://halo-openactive.legendonlineservices.co.uk/openactive/,slot,https://halo-openactive.legendonlineservices.co.uk/api/facility-uses/events,halo--slot,
Harborne Cricket Club,https://harbornecricketclub.bookteq.com/api/open-active/,slot,https://harbornecricketclub.bookteq.com/api/open-active/slots,harborne-cricket-club--slot,https://harbornecricketclub.bookteq.com/api/open-active/slots?afterTimestamp=1784550230146907&afterId=eee310a8-4554-57ef-83e4-1ccd78b109f8
Haringey Council,https://haringeycouncil.bookteq.com/api/open-active/,slot,https://haringeycouncil.bookteq.com/api/open-active/slots,haringey-council--slot,https://haringeycouncil.bookteq.com/api/open-active/slots?afterTimestamp=1784550234100536&afterId=f18776a0-16d2-59b8-970f-e4f0bcf571b1
Harpur Hill Sports Centre CIC,https://harpurhillsportscentrecic.bookteq.com/api/open-active/,slot,https://harpurhillsportscentrecic.bookteq.com/api/open-active/slots,harpur-hill-sports-centre-cic--slot,https://harpurhillsportscentrecic.bookteq.com/api/open-active/slots?afterTimestamp=1784550286719726&afterId=e60da5ac-dae6-56ac-8387-bc8d573cefa1
hcandl,https://hcandl-openactive.legendonlineservices.co.uk/openactive/,slot,https://hcandl-openactive.legendonlineservices.co.uk/api/facility-uses/events,hcandl--slot,
horizon,https://horizon-openactive.legendonlineservices.co.uk/openactive/,slot,https://horizon-openactive.legendonlineservices.co.uk/api/facility-uses/events,horizon--slot,
Huntingdonshire District Council,https://oneleisure.gs-signature.cloud/OpenActive/,slot,https://opendata.leisurecloud.live/api/feeds/OneLeisure-live-slots,huntingdonshire-district-council--slot,https://opendata.leisurecloud.live/api/feeds/OneLeisure-live-slots?afterTimestamp=82405711&afterId=I3154A_2026-07-23T13-00-00
Hythe Cricket & Squash Club,https://hythecsc.bookteq.com/api/open-active/,slot,https://hythecsc.bookteq.com/api/open-active/slots,hythe-cricket-squash-club--slot,https://hythecsc.bookteq.com/api/open-active/slots?afterTimestamp=1784550279255838&afterId=f2c622ed-7ff8-554d-a122-8a070333e0e4
ID Verde Charnwood,https://idverdecharnwood.bookteq.com/api/open-active/,slot,https://idverdecharnwood.bookteq.com/api/open-active/slots,id-verde-charnwood--slot,https://idverdecharnwood.bookteq.com/api/open-active/slots?afterTimestamp=1784550255428486&afterId=a21bd90e-7d19-5a3d-b8f3-bea1bd2cf94e
JMO Sports Limited,https://jmosportslimited.bookteq.com/api/open-active/,slot,https://jmosportslimited.bookteq.com/api/open-active/slots,jmo-sports-limited--slot,https://jmosportslimited.bookteq.com/api/open-active/slots?afterTimestamp=1784550263466670&afterId=de97ac0e-96eb-5d7c-8889-bf5c461d710e
jubileehall,https://jubileehall-openactive.legendonlineservices.co.uk/openactive/,slot,https://jubileehall-openactive.legendonlineservices.co.uk/api/facility-uses/events,jubileehall--slot,
Kingsway Park High School,https://kingswayparkhighschool.bookteq.com/api/open-active/,slot,https://kingswayparkhighschool.bookteq.com/api/open-active/slots,kingsway-park-high-school--slot,https://kingswayparkhighschool.bookteq.com/api/open-active/slots?afterTimestamp=1784550254727523&afterId=e00c744e-35a2-50c6-b5ae-3e7225d2f2f8
Lampton Leisure,https://lamptonleisure.gs-signature.cloud/OpenActive/,slot,https://opendata.leisurecloud.live/api/feeds/LamptonLeisure-live-slots,lampton-leisure--slot,https://opendata.leisurecloud.live/api/feeds/LamptonLeisure-live-slots?afterTimestamp=72598798&afterId=BFLSQUASH60_2026-07-20T19-00-00
lancaster,https://lancaster-openactive.legendonlineservices.co.uk/openactive/,slot,https://lancaster-openactive.legendonlineservices.co.uk/api/facility-uses/events,lancaster--slot,
Langley Grange Pool,https://langleygrange.bookteq.com/api/open-active/,slot,https://langleygrange.bookteq.com/api/open-active/slots,langley-grange-pool--slot,https://langleygrange.bookteq.com/api/open-active/slots?afterTimestamp=1784550236086992&afterId=fe76eb98-e4a3-5615-bd44-3454c1c55cc3
Larkhall Sports Club,https://larkhallsportsclub.bookteq.com/api/open-active/,slot,https://larkhallsportsclub.bookteq.com/api/open-active/slots,larkhall-sports-club--slot,https://larkhallsportsclub.bookteq.com/api/open-active/slots?afterTimestamp=1784550276013986&afterId=df380e16-f65b-5d48-9ea5-fcba61d42e98
LED Community Leisure Ltd,https://ledleisure.gs-signature.cloud/OpenActive/,slot,https://opendata.leisurecloud.live/api/feeds/LEDCommunityLeisureLtd-live-slots,led-community-leisure-ltd--slot,https://opendata.leisurecloud.live/api/feeds/LEDCommunityLeisureLtd-live-slots?afterTimestamp=10347679&afterId=E1040_2026-07-20T16-00-00
Leisure SK,https://leisuresk.leisurecloud.net/OpenActive/,slot,https://opendata.leisurecloud.live/api/feeds/LeisureSK-live-slots,leisure-sk--slot,https://opendata.leisurecloud.live/api/feeds/LeisureSK-live-slots?afterTimestamp=78948942&afterId=SKAFITSESH_2026-07-20T13-50-00
leisurefocus,https://leisurefocus-openactive.legendonlineservices.co.uk/openactive/,slot,https://leisurefocus-openactive.legendonlineservices.co.uk/api/facility-uses/events,leisurefocus--slot,
Liberty Leisure,https://lleisure.gs-signature.cloud/OpenActive/,slot,https://opendata.leisurecloud.live/api/feeds/LibertyLeisure-live-slots,liberty-leisure--slot,https://opendata.leisurecloud.live/api/feeds/LibertyLeisure-live-slots?afterTimestamp=70187599&afterId=CHOSPH0001_2026-07-25T15-00-00
lifeleisure,https://lifeleisure-openactive.legendonlineservices.co.uk/openactive/,slot,https://lifeleisure-openactive.legendonlineservices.co.uk/api/facility-uses/events,lifeleisure--slot,
lincsinspire,https://lincsinspire-openactive.legendonlineservices.co.uk/openactive/,slot,https://lincsinspire-openactive.legendonlineservices.co.uk/api/facility-uses/events,lincsinspire--slot,
London Borough of Ealing Council,https://ealingboroughcouncil.bookteq.com/api/open-active/,slot,https://ealingboroughcouncil.bookteq.com/api/open-active/slots,london-borough-of-ealing-council--slot,https://ealingboroughcouncil.bookteq.com/api/open-active/slots?afterTimestamp=1784501629529178&afterId=660368c7-78d5-5a67-943c-e174008e648d
Loughborough University,https://loughboroughuniversity-openactive.legendonlineservices.co.uk/openactive/,slot,https://loughboroughuniversity-openactive.legendonlineservices.co.uk/api/facility-uses/events,loughborough-university--slot,
LRSO,https://lrso.bookteq.com/api/open-active/,slot,https://lrso.bookteq.com/api/open-active/slots,lrso--slot,https://lrso.bookteq.com/api/open-active/slots?afterTimestamp=1784550301789739&afterId=cb0ccb6b-e1f7-58e1-81ec-0431d2d95635
lsbuactive,https://lsbuactive-openactive.legendonlineservices.co.uk/openactive/,slot,https://lsbuactive-openactive.legendonlineservices.co.uk/api/facility-uses/events,lsbuactive--slot,
Manchester Communication Academy,https://manchestercommunicationacademy.bookteq.com/api/open-active/,slot,https://manchestercommunicationacademy.bookteq.com/api/open-active/slots,manchester-communication-academy--slot,https://manchestercommunicationacademy.bookteq.com/api/open-active/slots?afterTimestamp=1784550273442819&afterId=db1e274f-9c85-580c-978e-bd20a3586728
March was Town FC Estover CIC,https://marchtownfcestovercic.bookteq.com/api/open-active/,slot,https://marchtownfcestovercic.bookteq.com/api/open-active/slots,march-was-town-fc-estover-cic--slot,https://marchtownfcestovercic.bookteq.com/api/open-active/slots?afterTimestamp=1784550228886729&afterId=b5d0f1f2-1bc3-50bd-85ca-6b1a9165b8f6
Mark Allen,https://fleetcc.bookteq.com/api/open-active/,slot,https://fleetcc.bookteq.com/api/open-active/slots,mark-allen--slot,https://fleetcc.bookteq.com/api/open-active/slots?afterTimestamp=1784550816279549&afterId=fd600753-07cb-5224-9197-ec19edcf5143
Marston Moretaine Playing Fields,https://marstonmoretaine.bookteq.com/api/open-active/,slot,https://marstonmoretaine.bookteq.com/api/open-active/slots,marston-moretaine-playing-fields--slot,https://marstonmoretaine.bookteq.com/api/open-active/slots?afterTimestamp=1784550828837490&afterId=f23ae38f-adc0-5cdb-a40c-79570ca3b2a7
Matthew Arnold Sports Centre,https://lifestylefitness.bookteq.com/api/open-active/,slot,https://lifestylefitness.bookteq.com/api/open-active/slots,matthew-arnold-sports-centre--slot,https://lifestylefitness.bookteq.com/api/open-active/slots?afterTimestamp=1784550900825189&afterId=cc99798e-ff68-5fff-a4c6-4d849154ab1b
NXT Level Sport & Education Ltd,https://nxtlevelsportandeducation.bookteq.com/api/open-active/,slot,https://nxtlevelsportandeducation.bookteq.com/api/open-active/slots,nxt-level-sport-education-ltd--slot,https://nxtlevelsportandeducation.bookteq.com/api/open-active/slots?afterTimestamp=1784550892185088&afterId=f2a8a191-600f-5d3b-b841-676eb678d9af
Old Northamptonians Association,https://oldnorthamptonians.bookteq.com/api/open-active/,slot,https://oldnorthamptonians.bookteq.com/api/open-active/slots,old-northamptonians-association--slot,https://oldnorthamptonians.bookteq.com/api/open-active/slots?afterTimestamp=1784550821857085&afterId=c949fa06-2607-5c5b-8bcb-eac37546e560
Oldham Community Leisure,https://ocll.gs-signature.cloud/OpenActive/,slot,https://opendata.leisurecloud.live/api/feeds/OldhamCommunityLeisure-live-slots,oldham-community-leisure--slot,https://opendata.leisurecloud.live/api/feeds/OldhamCommunityLeisure-live-slots?afterTimestamp=13162533&afterId=RADBADMINT_2026-07-20T20-00-00
Orchard Learning Alliance,https://orchardlearningalliance.bookteq.com/api/open-active/,slot,https://orchardlearningalliance.bookteq.com/api/open-active/slots,orchard-learning-alliance--slot,https://orchardlearningalliance.bookteq.com/api/open-active/slots?afterTimestamp=1784550863511404&afterId=fa52c72a-f8ba-5151-b419-68164ef67c67
Oxford University,https://oxforduniversity.leisurecloud.net/OpenActive/,slot,https://opendata.leisurecloud.live/api/feeds/OxfordUniversity-live-slots,oxford-university--slot,https://opendata.leisurecloud.live/api/feeds/OxfordUniversity-live-slots?afterTimestamp=86355060&afterId=UCACTGYM0000001_2026-07-20T13-30-00
"Parkwood Leisure Ltd, its subsidiaries and partner organisations",https://leisurecentre-openactive.legendonlineservices.co.uk/openactive/,slot,https://leisurecentre-openactive.legendonlineservices.co.uk/api/facility-uses/events,parkwood-leisure-ltd-its-subsidiaries-and-partner-organisations--slot,
Pembrokeshire Leisure,https://connect.pembrokeshire.gov.uk/OpenActive/,slot,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots,pembrokeshire-leisure--slot,https://opendata.leisurecloud.live/api/feeds/Pembrokeshire-live-slots?afterTimestamp=247842667&afterId=FW0001_2026-07-22T19-00-00
pentest,https://pentest-openactive.legendonlineservices.co.uk/openactive/,slot,https://pentest-openactive.legendonlineservices.co.uk/api/facility-uses/events,pentest--slot,
Places Leisure,https://placesleisure.gs-signature.cloud/OpenActive/,slot,https://opendata.leisurecloud.live/api/feeds/PlacesLeisure-live-slots,places-leisure--slot,https://opendata.leisurecloud.live/api/feeds/PlacesLeisure-live-slots?afterTimestamp=301124520&afterId=033ACT0006_2026-07-22T13-30-00
Playfinder,https://ajsports.bookteq.com/api/open-active/,slot,https://ajsports.bookteq.com/api/open-active/slots,playfinder--slot,https://ajsports.bookteq.com/api/open-active/slots
Plymouth Active,https://plymouthcouncil.gs-signature.cloud/OpenActive/,slot,https://opendata.leisurecloud.live/api/feeds/PlymouthCouncil-live-slots,plymouth-active--slot,https://opendata.leisurecloud.live/api/feeds/PlymouthCouncil-live-slots?afterTimestamp=123237788&afterId=PLBOWLS2HR_2026-07-20T12-30-00
Pomphrey Hill Community Sports Association,https://pomphreyhill.bookteq.com/api/open-active/,slot,https://pomphreyhill.bookteq.com/api/open-active/slots,pomphrey-hill-community-sports-association--slot,https://pomphreyhill.bookteq.com/api/open-active/slots?afterTimestamp=1784550992355035&afterId=a51c4938-cb4f-5fe2-b4ec-5da8b25e1a27
Precision Football Arena,https://precisionfootballarena.bookteq.com/api/open-active/,slot,https://precisionfootballarena.bookteq.com/api/open-active/slots,precision-football-arena--slot,https://precisionfootballarena.bookteq.com/api/open-active/slots?afterTimestamp=1784550810636209&afterId=fa7257bc-a2bf-51c2-9e25-871c089bbffd
Prees Sports and Social Club,https://preessportsclub.bookteq.com/api/open-active/,slot,https://preessportsclub.bookteq.com/api/open-active/slots,prees-sports-and-social-club--slot,https://preessportsclub.bookteq.com/api/open-active/slots?afterTimestamp=1784550833610589&afterId=d131fa0d-2bc9-525e-9230-a1fd0219b33f
Princes Park Youth Football Club,https://princesparkyouthfc.bookteq.com/api/open-active/,slot,https://princesparkyouthfc.bookteq.com/api/open-active/slots,princes-park-youth-football-club--slot,https://princesparkyouthfc.bookteq.com/api/open-active/slots?afterTimestamp=1784550840469368&afterId=e886e98e-738b-593d-a522-96dc59294a1c
Priory Federation of Academies,https://prioryfederation.bookteq.com/api/open-active/,slot,https://prioryfederation.bookteq.com/api/open-active/slots,priory-federation-of-academies--slot,https://prioryfederation.bookteq.com/api/open-active/slots?afterTimestamp=1784550866300693&afterId=ead176b4-f23d-59c7-a216-1b2afc3be247
QH Memorial Sports Ground - River Pitches,https://qhmemorialsportsground.bookteq.com/api/open-active/,slot,https://qhmemorialsportsground.bookteq.com/api/open-active/slots,qh-memorial-sports-ground-river-pitches--slot,https://qhmemorialsportsground.bookteq.com/api/open-active/slots?afterTimestamp=1784550846500012&afterId=e9801716-4f1e-5cd2-a768-d47e88cf147a
Reading Rugby Club,https://readingrugbyclub.bookteq.com/api/open-active/,slot,https://readingrugbyclub.bookteq.com/api/open-active/slots,reading-rugby-club--slot,https://readingrugbyclub.bookteq.com/api/open-active/slots?afterTimestamp=1784550823936103&afterId=f7c9cbe7-fe77-5712-a7e7-73f2ca7c2c33
Redbridge Sports Centre,https://rslonline.leisurecloud.net/OpenActive/,slot,https://opendata.leisurecloud.live/api/feeds/RedbridgeSportsCentre-live-slots,redbridge-sports-centre--slot,https://opendata.leisurecloud.live/api/feeds/RedbridgeSportsCentre-live-slots?afterTimestamp=0&afterId=
Rivers Fitness,https://riversfitness.gs-signature.cloud/OpenActive/,slot,https://opendata.leisurecloud.live/api/feeds/WychavonLeisure-live-slots,rivers-fitness--slot,https://opendata.leisurecloud.live/api/feeds/WychavonLeisure-live-slots?afterTimestamp=79862229&afterId=PH20003_2026-07-21T10-00-00
salfordcommunityleisure,https://salfordcommunityleisure-openactive.legendonlineservices.co.uk/openactive/,slot,https://salfordcommunityleisure-openactive.legendonlineservices.co.uk/api/facility-uses/events,salfordcommunityleisure--slot,
School Enterprises Ltd,https://schoolenterprises.bookteq.com/api/open-active/,slot,https://schoolenterprises.bookteq.com/api/open-active/slots,school-enterprises-ltd--slot,https://schoolenterprises.bookteq.com/api/open-active/slots?afterTimestamp=1784550914936442&afterId=fa6e412a-66ef-5aa9-8de3-ce2b4812365d
Serco Leisure,https://serco-openactive.legendonlineservices.co.uk/openactive/,slot,https://serco-openactive.legendonlineservices.co.uk/api/facility-uses/events,serco-leisure--slot,
Shirley High School,https://shirleyhighschool.bookteq.com/api/open-active/,slot,https://shirleyhighschool.bookteq.com/api/open-active/slots,shirley-high-school--slot,https://shirleyhighschool.bookteq.com/api/open-active/slots?afterTimestamp=1784550841250273&afterId=b7604122-30db-5f49-8ce7-b94fd2f8d8c1
SLL and InspireAll,https://sllandinspireall-openactive.legendonlineservices.co.uk/openactive/,slot,https://sllandinspireall-openactive.legendonlineservices.co.uk/api/facility-uses/events,sll-and-inspireall--slot,
Southwark Council,https://southwarkcouncil-oa.leisurecloud.net/OpenActive/,slot,https://opendata.leisurecloud.live/api/feeds/SouthwarkCouncil-live-slots,southwark-council--slot,https://southwarkcouncil.bookteq.com/api/open-active/slots?afterTimestamp=1784550811394352&afterId=dcd3b75b-daab-53b8-8fcd-536784f7694d
Southwark Council,https://southwarkcouncil.bookteq.com/api/open-active/,slot,https://southwarkcouncil.bookteq.com/api/open-active/slots,southwark-council--slot,https://southwarkcouncil.bookteq.com/api/open-active/slots?afterTimestamp=1784550811394352&afterId=dcd3b75b-daab-53b8-8fcd-536784f7694d
Spalding United Football Club,https://spaldingunitedfootballclub.bookteq.com/api/open-active/,slot,https://spaldingunitedfootballclub.bookteq.com/api/open-active/slots,spalding-united-football-club--slot,https://spaldingunitedfootballclub.bookteq.com/api/open-active/slots?afterTimestamp=1784550814205537&afterId=c4b6ffcb-3e46-5f51-9494-7e5260f06c6d
Sports IQ LTD,https://sportsiq.bookteq.com/api/open-active/,slot,https://sportsiq.bookteq.com/api/open-active/slots,sports-iq-ltd--slot,https://sportsiq.bookteq.com/api/open-active/slots?afterTimestamp=1784550830560129&afterId=d6e5afcf-247d-5431-a68a-2cddc4462aef
St Cuthbert Mayne School,https://stcuthbertmayneschool.bookteq.com/api/open-active/,slot,https://stcuthbertmayneschool.bookteq.com/api/open-active/slots,st-cuthbert-mayne-school--slot,https://stcuthbertmayneschool.bookteq.com/api/open-active/slots?afterTimestamp=1784550836959628&afterId=b93bf28e-728a-55b4-881b-f50135164de3
"St George's School, Harpenden",https://stgeorgesschool.bookteq.com/api/open-active/,slot,https://stgeorgesschool.bookteq.com/api/open-active/slots,st-george-s-school-harpenden--slot,https://stgeorgesschool.bookteq.com/api/open-active/slots?afterTimestamp=1784550819690971&afterId=c5385fb1-d55f-5a86-8376-8be4ac6e2acb
Stanley Primary School,https://stanleyprimaryschool.bookteq.com/api/open-active/,slot,https://stanleyprimaryschool.bookteq.com/api/open-active/slots,stanley-primary-school--slot,https://stanleyprimaryschool.bookteq.com/api/open-active/slots?afterTimestamp=1784550815128214&afterId=f0283de9-53f2-5d63-8d49-c72e4a409792
Stowe Enterprises Ltd,https://stoweenterprisesltd.bookteq.com/api/open-active/,slot,https://stoweenterprisesltd.bookteq.com/api/open-active/slots,stowe-enterprises-ltd--slot,https://stoweenterprisesltd.bookteq.com/api/open-active/slots?afterTimestamp=1784550828039502&afterId=bda30b87-e167-51ee-aeb0-d221fe91c075
Strikers Indoor Football,https://strikersindoorsports.bookteq.com/api/open-active/,slot,https://strikersindoorsports.bookteq.com/api/open-active/slots,strikers-indoor-football--slot,https://strikersindoorsports.bookteq.com/api/open-active/slots?afterTimestamp=1784550847290814&afterId=fc9ae234-f3d8-517b-90c3-829294c36f49
strouddistrictcouncil,https://strouddistrictcouncil-openactive.legendonlineservices.co.uk/openactive/,slot,https://strouddistrictcouncil-openactive.legendonlineservices.co.uk/api/facility-uses/events,strouddistrictcouncil--slot,
Sunbury Cricket Club,https://sunburycricketclub.bookteq.com/api/open-active/,slot,https://sunburycricketclub.bookteq.com/api/open-active/slots,sunbury-cricket-club--slot,https://sunburycricketclub.bookteq.com/api/open-active/slots?afterTimestamp=1784550877659181&afterId=fdd9c60c-176e-5074-8b63-2ff54dd80dfa
Tendring Leisure,https://tendringcouncil-openactive.legendonlineservices.co.uk/openactive/,slot,https://tendringcouncil-openactive.legendonlineservices.co.uk/api/facility-uses/events,tendring-leisure--slot,
The Black Prince Trust ,https://theblackprincetrust.bookteq.com/api/open-active/,slot,https://theblackprincetrust.bookteq.com/api/open-active/slots,the-black-prince-trust--slot,https://theblackprincetrust.bookteq.com/api/open-active/slots?afterTimestamp=1784550825846789&afterId=f115c173-e922-569b-bc39-02343bb5b136
The Downside Settlement,https://thedownsidesettlement.bookteq.com/api/open-active/,slot,https://thedownsidesettlement.bookteq.com/api/open-active/slots,the-downside-settlement--slot,https://thedownsidesettlement.bookteq.com/api/open-active/slots?afterTimestamp=1784550825817983&afterId=bc3a7604-e6a2-5e47-b2c1-2cdce974291e
The Hub - Rise Community,https://risecommunitycic.bookteq.com/api/open-active/,slot,https://risecommunitycic.bookteq.com/api/open-active/slots,the-hub-rise-community--slot,https://risecommunitycic.bookteq.com/api/open-active/slots?afterTimestamp=1784550859314889&afterId=c8a1679d-aae3-526c-abe8-a203bd8ebafd
The Sports Warehouse (Flint) LTD,https://thesportswarehouseltd.bookteq.com/api/open-active/,slot,https://thesportswarehouseltd.bookteq.com/api/open-active/slots,the-sports-warehouse-flint-ltd--slot,https://thesportswarehouseltd.bookteq.com/api/open-active/slots?afterTimestamp=1784550810814162&afterId=e590cc14-06cf-5846-9da7-f28b4edfad43
The Woodroffe School,https://thewoodroffeschool.bookteq.com/api/open-active/,slot,https://thewoodroffeschool.bookteq.com/api/open-active/slots,the-woodroffe-school--slot,https://thewoodroffeschool.bookteq.com/api/open-active/slots?afterTimestamp=1784550841665513&afterId=bda4c841-514a-5cc3-a365-18cf09a9a956
Tonbridge and Malling Leisure Trust,https://tma.gs-signature.cloud/OpenActive/,slot,https://opendata.leisurecloud.live/api/feeds/tma-live-slots,tonbridge-and-malling-leisure-trust--slot,https://opendata.leisurecloud.live/api/feeds/tma-live-slots?afterTimestamp=0&afterId=
Trafford Community Leisure Trust,https://traffordleisure.leisurecloud.net/OpenActive/,slot,https://opendata.leisurecloud.live/api/feeds/TraffordCommunityLeisureTrust-live-slots,trafford-community-leisure-trust--slot,https://opendata.leisurecloud.live/api/feeds/TraffordCommunityLeisureTrust-live-slots?afterTimestamp=128903501&afterId=MPICKLE_2026-07-20T15-00-00
University of Bristol,https://universityofbristol-openactive.legendonlineservices.co.uk/openactive/,slot,https://universityofbristol-openactive.legendonlineservices.co.uk/api/facility-uses/events,university-of-bristol--slot,
Vision Redbridge,https://visionredbridge.gs-signature.cloud/OpenActive/,slot,https://opendata.leisurecloud.live/api/feeds/VisionRedbridge-live-slots,vision-redbridge--slot,https://opendata.leisurecloud.live/api/feeds/VisionRedbridge-live-slots?afterTimestamp=0&afterId=
Waltham Forest Council,https://walthamforestcouncil.bookteq.com/api/open-active/,slot,https://walthamforestcouncil.bookteq.com/api/open-active/slots,waltham-forest-council--slot,https://walthamforestcouncil.bookteq.com/api/open-active/slots?afterTimestamp=1784550853392473&afterId=f6bc77cf-0d6f-5ac2-9e94-5fb66db62ba6
Wasps FC - Rugby in West London,https://waspsfootballclub.bookteq.com/api/open-active/,slot,https://waspsfootballclub.bookteq.com/api/open-active/slots,wasps-fc-rugby-in-west-london--slot,https://waspsfootballclub.bookteq.com/api/open-active/slots
Water Lilies Swimming School Ltd,https://waterliliesswimmingschool.bookteq.com/api/open-active/,slot,https://waterliliesswimmingschool.bookteq.com/api/open-active/slots,water-lilies-swimming-school-ltd--slot,https://waterliliesswimmingschool.bookteq.com/api/open-active/slots?afterTimestamp=1784550811555749&afterId=dc3e4399-f785-5595-b8be-df076d17303e
Wellington College,https://wellingtonclub.gs-signature.cloud/OpenActive/,slot,https://opendata.leisurecloud.live/api/feeds/WellingtonCollege-live-slots,wellington-college--slot,https://opendata.leisurecloud.live/api/feeds/WellingtonCollege-live-slots?afterTimestamp=47474861&afterId=TENNIS1-6_2026-07-20T14-00-00
Wells Cathedral School,https://wellscathedral.bookteq.com/api/open-active/,slot,https://wellscathedral.bookteq.com/api/open-active/slots,wells-cathedral-school--slot,https://wellscathedral.bookteq.com/api/open-active/slots?afterTimestamp=1784550836451441&afterId=d67efe76-09eb-57e0-97dc-7f1303b9ab02
West Heath Primary School,https://westheathprimaryschool.bookteq.com/api/open-active/,slot,https://westheathprimaryschool.bookteq.com/api/open-active/slots,west-heath-primary-school--slot,https://westheathprimaryschool.bookteq.com/api/open-active/slots?afterTimestamp=1784550831611875&afterId=f6a96aba-8794-5337-89c7-3e253bc83342
